Appliances,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
40,18.600000000000000,42.326666666666700,18.000000000000000,41.590000000000000,19.700000000000000,43.200000000000000,18.200000000000000,42.200000000000000,17.445000000000000,62.450000000000000,3.090000000000000000,91.0300000000000000,18.000000000000000,42.326666666666700,19.033333333333300,50.433333333333300,16.700000000000000,47.700000000000000,3.3E+00,751.00000000000000,90.000000000000000,6.00000000000000000,29.0000000000000000,1.8E+00
490,18.917500000000000,43.050000000000000,18.700000000000000,41.326666666666700,20.596666666666700,47.196666666666700,18.790000000000000,42.090000000000000,17.200000000000000,52.826666666666700,2.626666666666670000,95.3333333333333000,17.463333333333300,38.363333333333300,18.166666666666700,45.290000000000000,16.890000000000000,46.000000000000000,2.3E+00,748.90000000000000,93.000000000000000,4.00000000000000000,40.0000000000000000,1.3E+00
910,21.463333333333300,41.693333333333300,20.856666666666700,38.363333333333300,21.666666666666700,43.930000000000000,18.700000000000000,42.660000000000000,17.100000000000000,53.000000000000000,4.966666666666670000,74.1666666666667000,17.600000000000000,38.530000000000000,18.200000000000000,45.590000000000000,17.000000000000000,43.466666666666700,4.6E+00,747.90000000000000,76.000000000000000,7.00000000000000000,40.0000000000000000,7E-01
50,23.666666666666700,39.663333333333300,22.790000000000000,39.466666666666700,21.200000000000000,43.060000000000000,18.700000000000000,44.200000000000000,18.745000000000000,55.790000000000000,1.390000000000000000,89.4666666666667000,18.600000000000000,41.266666666666700,19.700000000000000,48.826666666666700,17.100000000000000,46.000000000000000,8E-01,749.30000000000000,94.000000000000000,9.00000000000000000,52.0000000000000000,0E+00
50,22.600000000000000,39.500000000000000,21.625000000000000,39.145000000000000,21.290000000000000,43.590000000000000,18.290000000000000,42.790000000000000,18.290000000000000,54.260000000000000,1.900000000000000000,96.0000000000000000,18.463333333333300,42.200000000000000,19.290000000000000,49.260000000000000,17.290000000000000,47.590000000000000,3E+00,751.30000000000000,76.000000000000000,10.00000000000000000,40.0000000000000000,-9E-01
390,21.000000000000000,38.363333333333300,20.290000000000000,38.090000000000000,20.390000000000000,39.700000000000000,20.109259259259300,40.149629629629600,17.730000000000000,52.590000000000000,3.395000000000000000,79.6900000000000000,17.890000000000000,37.000000000000000,18.550000000000000,43.645000000000000,17.260000000000000,42.863333333333300,3.9E+00,754.30000000000000,82.000000000000000,8.00000000000000000,29.0000000000000000,1.1E+00
90,22.390000000000000,37.863333333333300,21.867777777777800,37.175555555555600,21.200000000000000,39.590000000000000,20.220370370370400,40.865185185185200,20.144444444444400,42.055000000000000,1.900000000000000000,95.5450000000000000,17.700000000000000,36.525000000000000,18.411666666666700,44.239444444444400,17.390000000000000,42.260000000000000,2.2E+00,756.60000000000000,94.000000000000000,7.00000000000000000,61.0000000000000000,1.3E+00
50,23.000000000000000,40.000000000000000,22.150000000000000,38.790000000000000,21.000000000000000,41.900000000000000,21.200000000000000,43.790000000000000,20.290000000000000,60.593333333333300,2.000000000000000000,94.4666666666667000,18.790000000000000,40.363333333333300,20.600000000000000,47.433333333333300,17.890000000000000,47.060000000000000,2.4E+00,761.10000000000000,97.000000000000000,3.00000000000000000,28.0000000000000000,1.9E+00
50,21.760000000000000,39.900000000000000,20.790000000000000,39.500000000000000,20.500000000000000,41.826666666666700,19.575000000000000,43.000000000000000,19.200000000000000,51.030000000000000,-0.500000000000000000,95.0000000000000000,18.700000000000000,41.790000000000000,19.890000000000000,49.000000000000000,17.890000000000000,47.290000000000000,6E-01,762.60000000000000,96.000000000000000,3.00000000000000000,20.0000000000000000,0E+00
60,22.033333333333300,41.030000000000000,21.500000000000000,40.560000000000000,20.926666666666700,42.500000000000000,20.500000000000000,42.326666666666700,20.200000000000000,44.590000000000000,2.223333333333330000,95.8666666666667000,18.823333333333300,43.030000000000000,19.700000000000000,49.966666666666700,17.890000000000000,45.260000000000000,3.5E+00,763.40000000000000,93.000000000000000,3.00000000000000000,20.0000000000000000,2.4E+00
80,21.500000000000000,38.260000000000000,20.566666666666700,37.700000000000000,20.700000000000000,41.400000000000000,21.100000000000000,39.826666666666700,19.200000000000000,53.526666666666700,2.363333333333330000,95.9000000000000000,20.200000000000000,36.500000000000000,20.133333333333300,42.090000000000000,18.000000000000000,42.223333333333300,1.6E+00,764.40000000000000,88.000000000000000,3.00000000000000000,40.0000000000000000,-2E-01
30,22.500000000000000,39.363333333333300,21.533333333333300,38.090000000000000,21.463333333333300,42.200000000000000,21.175000000000000,41.067500000000000,18.600000000000000,52.790000000000000,0.400000000000000000,96.3666666666667000,19.700000000000000,38.966666666666700,21.426666666666700,46.060000000000000,17.700000000000000,41.730000000000000,5E-01,764.50000000000000,96.000000000000000,2.00000000000000000,20.0000000000000000,0E+00
50,21.230000000000000,40.200000000000000,20.390000000000000,39.090000000000000,21.290000000000000,42.790000000000000,19.926666666666700,41.933333333333300,18.290000000000000,53.900000000000000,0.866666666666667000,96.0000000000000000,19.500000000000000,40.900000000000000,20.700000000000000,50.500000000000000,17.823333333333300,45.566666666666700,5E-01,764.10000000000000,96.000000000000000,3.00000000000000000,40.0000000000000000,0E+00
180,21.963333333333300,39.260000000000000,21.390000000000000,37.663333333333300,21.890000000000000,41.326666666666700,21.700000000000000,39.766666666666700,18.100000000000000,50.590000000000000,-0.466666666666667000,96.0300000000000000,19.200000000000000,37.526666666666700,20.133333333333300,45.200000000000000,17.890000000000000,41.760000000000000,1.3E+00,765.40000000000000,87.000000000000000,1.00000000000000000,29.0000000000000000,-6E-01
90,21.700000000000000,35.590000000000000,20.290000000000000,35.975000000000000,21.000000000000000,37.060000000000000,20.890000000000000,36.100000000000000,18.000000000000000,46.090000000000000,-0.033333333333333300,95.3966666666667000,21.675000000000000,30.972500000000000,22.500000000000000,37.222500000000000,18.100000000000000,37.030000000000000,8E-01,764.90000000000000,73.000000000000000,2.00000000000000000,40.0000000000000000,-3.6E+00
60,21.823333333333300,39.900000000000000,20.230000000000000,40.000000000000000,20.323333333333300,39.790000000000000,21.166666666666700,39.863333333333300,19.500000000000000,67.893333333333300,-4.651111111111110000,88.8133333333333000,20.260000000000000,36.693333333333300,21.700000000000000,44.400000000000000,17.600000000000000,38.400000000000000,-2.8E+00,763.70000000000000,86.000000000000000,2.00000000000000000,25.0000000000000000,-4.9E+00
40,20.426666666666700,40.566666666666700,18.790000000000000,40.290000000000000,20.290000000000000,40.500000000000000,19.790000000000000,37.900000000000000,18.390000000000000,59.900000000000000,-5.472222222222220000,86.3416666666667000,19.790000000000000,38.000000000000000,20.890000000000000,47.317500000000000,17.600000000000000,41.466666666666700,-4E+00,760.80000000000000,84.000000000000000,3.00000000000000000,27.0000000000000000,-6.3E+00
50,19.600000000000000,41.045000000000000,18.200000000000000,41.663333333333300,19.700000000000000,40.590000000000000,19.100000000000000,38.045000000000000,17.890000000000000,57.500000000000000,-2.040555555555560000,93.8544444444444000,19.100000000000000,35.590000000000000,19.890000000000000,43.290000000000000,17.290000000000000,38.433333333333300,-2.2E+00,758.90000000000000,80.000000000000000,3.00000000000000000,40.0000000000000000,-5.3E+00
40,19.200000000000000,41.200000000000000,18.066666666666700,41.560000000000000,19.500000000000000,40.700000000000000,18.700000000000000,38.090000000000000,17.390000000000000,55.000000000000000,-0.677777777777778000,93.2227777777778000,18.823333333333300,34.363333333333300,19.500000000000000,41.900000000000000,17.100000000000000,37.400000000000000,-1.2E+00,756.60000000000000,82.000000000000000,2.00000000000000000,29.0000000000000000,-4E+00
50,20.390000000000000,39.090000000000000,19.200000000000000,39.230000000000000,20.000000000000000,40.326666666666700,20.290000000000000,38.260000000000000,17.555555555555600,65.233333333333300,-5.888888888888890000,82.8161111111111000,17.975555555555600,33.483333333333300,20.100000000000000,43.993750000000000,16.890000000000000,39.090000000000000,-4.5E+00,756.60000000000000,87.000000000000000,1.00000000000000000,65.0000000000000000,-6.3E+00
40,19.200000000000000,39.000000000000000,17.790000000000000,39.500000000000000,19.700000000000000,40.500000000000000,18.600000000000000,38.090000000000000,17.100000000000000,60.069444444444400,-4.861111111111110000,86.9877777777778000,17.600000000000000,33.826666666666700,19.500000000000000,45.090000000000000,16.790000000000000,41.363333333333300,-4.1E+00,756.30000000000000,89.000000000000000,1.00000000000000000,64.0000000000000000,-5.7E+00
40,18.600000000000000,40.500000000000000,17.356666666666700,40.900000000000000,19.000000000000000,39.790000000000000,18.133333333333300,38.163333333333300,16.700000000000000,56.730000000000000,-4.578333333333330000,86.1727777777778000,17.328888888888900,33.529444444444400,18.710000000000000,42.215000000000000,16.600000000000000,38.590000000000000,-2.4E+00,757.40000000000000,81.000000000000000,1.00000000000000000,64.0000000000000000,-5.3E+00
50,19.260000000000000,39.833333333333300,18.000000000000000,40.200000000000000,19.000000000000000,39.560000000000000,18.066666666666700,37.333333333333300,16.390000000000000,54.900000000000000,-1.431111111111110000,89.3300000000000000,19.100000000000000,31.683333333333300,20.000000000000000,39.590000000000000,16.890000000000000,38.400000000000000,-5E-01,757.40000000000000,74.000000000000000,1.00000000000000000,22.0000000000000000,-4.7E+00
40,19.790000000000000,38.700000000000000,18.890000000000000,39.090000000000000,19.200000000000000,39.090000000000000,18.500000000000000,37.530000000000000,17.790000000000000,53.333333333333300,-5.977777777777780000,82.8922222222222000,17.463333333333300,32.060000000000000,20.200000000000000,42.933333333333300,16.390000000000000,39.363333333333300,-4.5E+00,758.80000000000000,94.000000000000000,1.00000000000000000,60.0000000000000000,-5.4E+00
20,18.700000000000000,39.000000000000000,17.390000000000000,39.400000000000000,19.000000000000000,39.260000000000000,17.463333333333300,38.260000000000000,16.890000000000000,48.590000000000000,-4.663333333333330000,88.3644444444444000,17.100000000000000,33.000000000000000,19.290000000000000,45.200000000000000,16.390000000000000,41.900000000000000,-4E+00,759.10000000000000,90.000000000000000,1.00000000000000000,61.0000000000000000,-5.4E+00
90,18.125000000000000,36.900000000000000,16.790000000000000,37.826666666666700,18.390000000000000,37.560000000000000,16.890000000000000,37.633333333333300,17.230000000000000,69.496666666666700,-0.766666666666667000,95.0300000000000000,16.390000000000000,30.763333333333300,18.963333333333300,42.030000000000000,15.800000000000000,35.826666666666700,-1.7E+00,760.60000000000000,88.000000000000000,3.00000000000000000,59.0000000000000000,-3.4E+00
60,17.500000000000000,36.663333333333300,16.426666666666700,36.790000000000000,17.890000000000000,37.400000000000000,16.390000000000000,36.200000000000000,16.200000000000000,51.693888888888900,1.600000000000000000,96.9666666666667000,16.200000000000000,31.000000000000000,20.188888888888900,42.196666666666700,15.600000000000000,35.590000000000000,3E-01,760.30000000000000,87.000000000000000,2.00000000000000000,58.0000000000000000,-1.6E+00
60,19.760000000000000,38.126666666666700,19.290000000000000,37.863333333333300,18.700000000000000,39.700000000000000,19.260000000000000,38.000000000000000,16.890000000000000,58.000000000000000,0.600000000000000000,96.7633333333333000,16.200000000000000,33.483333333333300,19.705000000000000,45.163333333333300,15.890000000000000,40.500000000000000,0E+00,761.80000000000000,88.000000000000000,2.00000000000000000,61.0000000000000000,-1.8E+00
50,18.500000000000000,38.700000000000000,17.633333333333300,38.530000000000000,18.600000000000000,40.090000000000000,17.390000000000000,38.000000000000000,16.200000000000000,55.730000000000000,0.100000000000000000,96.5000000000000000,16.122222222222200,33.900000000000000,19.100000000000000,46.735000000000000,15.890000000000000,42.933333333333300,-1.2E+00,762.40000000000000,88.000000000000000,2.00000000000000000,61.0000000000000000,-2.9E+00
60,17.790000000000000,37.700000000000000,17.000000000000000,36.700000000000000,18.100000000000000,38.700000000000000,17.633333333333300,37.200000000000000,16.290000000000000,44.290555555555600,-1.360000000000000000,94.2300000000000000,15.787777777777800,31.235000000000000,18.088888888888900,39.988888888888900,15.630000000000000,36.530000000000000,1E+00,764.50000000000000,76.000000000000000,1.00000000000000000,62.0000000000000000,-2.8E+00
50,19.890000000000000,37.000000000000000,19.200000000000000,36.500000000000000,18.600000000000000,38.200000000000000,18.200000000000000,36.560000000000000,18.055555555555600,39.904444444444400,1.460000000000000000,91.1600000000000000,18.122222222222200,29.313888888888900,19.611111111111100,37.096111111111100,16.100000000000000,38.126666666666700,2.3E+00,764.30000000000000,70.000000000000000,1.00000000000000000,65.0000000000000000,-2.7E+00
40,20.500000000000000,36.966666666666700,19.700000000000000,36.590000000000000,19.600000000000000,40.163333333333300,17.000000000000000,38.000000000000000,17.700000000000000,43.501666666666700,-1.700000000000000000,94.9000000000000000,16.666666666666700,31.889444444444400,19.493888888888900,43.700000000000000,15.890000000000000,40.163333333333300,0E+00,765.10000000000000,88.000000000000000,4.00000000000000000,61.0000000000000000,-1.7E+00
20,19.000000000000000,37.500000000000000,18.000000000000000,37.400000000000000,19.200000000000000,40.090000000000000,16.566666666666700,38.200000000000000,16.765000000000000,46.500000000000000,-1.700000000000000000,94.5600000000000000,16.390000000000000,32.790000000000000,18.873333333333300,46.713888888888900,16.000000000000000,42.590000000000000,-1.2E+00,764.10000000000000,87.000000000000000,3.00000000000000000,62.0000000000000000,-3.1E+00
340,18.290000000000000,38.590000000000000,17.390000000000000,38.500000000000000,18.500000000000000,39.230000000000000,16.290000000000000,38.590000000000000,16.290000000000000,47.590000000000000,1.633333333333330000,94.5333333333333000,16.200000000000000,33.000000000000000,18.077777777777800,42.137222222222200,15.800000000000000,40.163333333333300,1.2E+00,762.60000000000000,76.000000000000000,4.00000000000000000,21.0000000000000000,-2.7E+00
40,18.200000000000000,39.400000000000000,17.100000000000000,39.826666666666700,18.290000000000000,39.500000000000000,16.000000000000000,39.230000000000000,16.000000000000000,47.790000000000000,3.900000000000000000,98.7266666666667000,16.155555555555600,34.357222222222200,17.600000000000000,42.308333333333300,15.690000000000000,39.400000000000000,3E+00,760.30000000000000,93.000000000000000,6.00000000000000000,50.0000000000000000,2E+00
40,17.600000000000000,41.260000000000000,16.600000000000000,41.790000000000000,17.890000000000000,40.260000000000000,15.600000000000000,40.900000000000000,15.738888888888900,48.500000000000000,4.560000000000000000,99.6900000000000000,15.890000000000000,36.302222222222200,17.000000000000000,44.015000000000000,15.390000000000000,40.590000000000000,4.5E+00,763.00000000000000,100.000000000000000,5.00000000000000000,8.0000000000000000,4.5E+00
40,17.290000000000000,42.790000000000000,16.390000000000000,42.933333333333300,17.700000000000000,41.000000000000000,15.390000000000000,42.200000000000000,15.600000000000000,48.790000000000000,5.726666666666670000,99.9000000000000000,15.726666666666700,37.700000000000000,16.700000000000000,45.500000000000000,15.190000000000000,42.000000000000000,5.1E+00,766.30000000000000,100.000000000000000,4.00000000000000000,11.0000000000000000,5.1E+00
130,17.000000000000000,43.700000000000000,16.200000000000000,43.900000000000000,17.500000000000000,41.790000000000000,15.190000000000000,43.200000000000000,15.402222222222200,49.510000000000000,6.900000000000000000,99.9000000000000000,15.620000000000000,38.814444444444400,16.390000000000000,46.700000000000000,15.100000000000000,43.290000000000000,6.3E+00,769.90000000000000,100.000000000000000,4.00000000000000000,33.0000000000000000,6.3E+00
120,16.790000000000000,45.526666666666700,16.100000000000000,45.466666666666700,17.230000000000000,42.666666666666700,15.100000000000000,44.326666666666700,15.370000000000000,50.790000000000000,7.190000000000000000,99.9000000000000000,15.511111111111100,40.362777777777800,18.122222222222200,50.732777777777800,15.000000000000000,44.463333333333300,6.5E+00,770.60000000000000,98.000000000000000,4.00000000000000000,45.0000000000000000,6.2E+00
60,19.100000000000000,41.826666666666700,18.600000000000000,41.290000000000000,18.100000000000000,43.826666666666700,15.890000000000000,47.590000000000000,15.420555555555600,51.079444444444400,5.466666666666670000,99.9000000000000000,15.566666666666700,40.090000000000000,19.600000000000000,50.800000000000000,15.100000000000000,46.700000000000000,5.1E+00,769.60000000000000,92.000000000000000,5.00000000000000000,23.0000000000000000,3.9E+00
50,17.926666666666700,42.730000000000000,17.200000000000000,42.230000000000000,18.390000000000000,43.590000000000000,15.690000000000000,46.400000000000000,15.390000000000000,51.020000000000000,6.466666666666670000,99.9000000000000000,15.645000000000000,39.950000000000000,18.475555555555600,53.294444444444400,15.390000000000000,48.200000000000000,6.1E+00,768.10000000000000,91.000000000000000,4.00000000000000000,26.0000000000000000,4.7E+00
620,18.890000000000000,44.833333333333300,18.197500000000000,43.997500000000000,19.200000000000000,43.800000000000000,18.663333333333300,44.863333333333300,15.714444444444400,57.751111111111100,6.690000000000000000,99.9000000000000000,15.600000000000000,41.790000000000000,18.000000000000000,53.357222222222200,15.690000000000000,49.363333333333300,6.5E+00,768.10000000000000,98.000000000000000,5.00000000000000000,62.0000000000000000,6.2E+00
60,21.600000000000000,45.117500000000000,21.000000000000000,44.530000000000000,20.445000000000000,45.790000000000000,17.790000000000000,46.700000000000000,18.705000000000000,52.755000000000000,8.190000000000000000,99.9000000000000000,15.890000000000000,44.500000000000000,19.902222222222200,51.557222222222200,15.690000000000000,48.500000000000000,7.9E+00,767.50000000000000,96.000000000000000,5.00000000000000000,63.0000000000000000,7.3E+00
50,21.463333333333300,42.363333333333300,20.625000000000000,41.617500000000000,20.290000000000000,44.200000000000000,18.100000000000000,47.090000000000000,18.384444444444400,58.010555555555600,8.390000000000000000,99.9000000000000000,16.250000000000000,44.168333333333300,18.334444444444400,50.015000000000000,16.290000000000000,49.700000000000000,8E+00,767.00000000000000,95.000000000000000,2.00000000000000000,62.0000000000000000,7.2E+00
50,20.500000000000000,42.790000000000000,19.463333333333300,43.060000000000000,20.500000000000000,44.933333333333300,17.600000000000000,47.090000000000000,17.694444444444400,55.876666666666700,7.030000000000000000,99.9000000000000000,16.290000000000000,43.632777777777800,18.000000000000000,49.988888888888900,16.500000000000000,51.090000000000000,7.5E+00,765.20000000000000,97.000000000000000,3.00000000000000000,61.0000000000000000,7E+00
50,19.856666666666700,44.333333333333300,19.290000000000000,43.900000000000000,20.133333333333300,44.200000000000000,17.963333333333300,46.030000000000000,18.000000000000000,49.004444444444400,8.190000000000000000,99.9000000000000000,16.500000000000000,42.657222222222200,17.840000000000000,48.900000000000000,16.600000000000000,48.826666666666700,1.06E+01,763.30000000000000,68.000000000000000,4.00000000000000000,40.0000000000000000,4.8E+00
30,21.000000000000000,43.163333333333300,19.926666666666700,43.200000000000000,20.500000000000000,44.433333333333300,18.390000000000000,44.700000000000000,18.700000000000000,47.515000000000000,10.426666666666700000,82.4333333333333000,19.481666666666700,38.900000000000000,20.250000000000000,45.314444444444400,17.100000000000000,48.900000000000000,1.06E+01,762.30000000000000,69.000000000000000,6.00000000000000000,40.0000000000000000,5E+00
250,21.290000000000000,43.090000000000000,20.790000000000000,42.500000000000000,20.566666666666700,44.500000000000000,21.133333333333300,44.766666666666700,17.914444444444400,51.055000000000000,10.366666666666700000,97.7666666666667000,17.790000000000000,42.157222222222200,18.700000000000000,47.887777777777800,17.000000000000000,47.433333333333300,1.03E+01,764.10000000000000,84.000000000000000,4.00000000000000000,27.0000000000000000,7.7E+00
40,20.533333333333300,43.900000000000000,19.700000000000000,43.590000000000000,20.566666666666700,44.326666666666700,19.600000000000000,45.590000000000000,17.700000000000000,52.720000000000000,8.190000000000000000,99.9000000000000000,17.650000000000000,42.338888888888900,18.390000000000000,48.790000000000000,17.100000000000000,49.090000000000000,8.5E+00,763.80000000000000,94.000000000000000,2.00000000000000000,64.0000000000000000,7.6E+00
50,20.000000000000000,45.290000000000000,19.200000000000000,44.900000000000000,20.500000000000000,44.400000000000000,19.290000000000000,46.400000000000000,17.500000000000000,53.000000000000000,10.263333333333300000,99.9000000000000000,17.500000000000000,43.290000000000000,18.133333333333300,49.725000000000000,17.100000000000000,48.790000000000000,1E+01,762.30000000000000,91.000000000000000,6.00000000000000000,64.0000000000000000,8.6E+00
20,19.890000000000000,45.500000000000000,19.200000000000000,44.590000000000000,20.500000000000000,44.200000000000000,18.890000000000000,46.163333333333300,17.555555555555600,52.602222222222200,9.830000000000000000,81.5600000000000000,17.700000000000000,42.483333333333300,18.290000000000000,48.927777777777800,17.290000000000000,48.000000000000000,9.8E+00,760.20000000000000,76.000000000000000,8.00000000000000000,40.0000000000000000,5.8E+00
50,21.290000000000000,45.363333333333300,20.790000000000000,44.200000000000000,20.790000000000000,45.060000000000000,21.500000000000000,44.500000000000000,18.000000000000000,69.891666666666700,9.690000000000000000,88.4333333333333000,18.493888888888900,45.228888888888900,17.867777777777800,49.175555555555600,17.100000000000000,47.590000000000000,9.9E+00,759.50000000000000,80.000000000000000,10.00000000000000000,40.0000000000000000,6.5E+00
20,20.290000000000000,44.500000000000000,19.633333333333300,43.826666666666700,19.890000000000000,43.700000000000000,19.230000000000000,46.290000000000000,17.700000000000000,57.228888888888900,9.926666666666670000,88.5900000000000000,18.200000000000000,47.296111111111100,17.790000000000000,49.500000000000000,17.200000000000000,49.260000000000000,1.01E+01,757.70000000000000,82.000000000000000,9.00000000000000000,40.0000000000000000,7.1E+00
50,19.700000000000000,46.090000000000000,19.000000000000000,45.433333333333300,19.790000000000000,45.000000000000000,18.700000000000000,47.090000000000000,17.527777777777800,55.400000000000000,10.160000000000000000,97.7900000000000000,17.890000000000000,45.200000000000000,17.700000000000000,50.400000000000000,17.166666666666700,49.000000000000000,1.03E+01,757.70000000000000,87.000000000000000,10.00000000000000000,29.0000000000000000,8.2E+00
40,19.600000000000000,46.090000000000000,18.700000000000000,46.000000000000000,19.890000000000000,45.290000000000000,18.426666666666700,47.433333333333300,17.500000000000000,54.500000000000000,11.190000000000000000,80.4900000000000000,17.710000000000000,44.826666666666700,17.700000000000000,50.780000000000000,17.100000000000000,48.730000000000000,1.08E+01,755.10000000000000,82.000000000000000,9.00000000000000000,40.0000000000000000,7.8E+00
40,19.200000000000000,47.090000000000000,18.390000000000000,46.900000000000000,19.790000000000000,45.290000000000000,18.100000000000000,48.290000000000000,17.390000000000000,54.000000000000000,9.800000000000000000,99.9000000000000000,17.533333333333300,45.515000000000000,17.600000000000000,51.500000000000000,17.000000000000000,49.200000000000000,9.8E+00,755.80000000000000,96.000000000000000,6.00000000000000000,61.0000000000000000,9.2E+00
40,18.890000000000000,46.900000000000000,18.200000000000000,46.700000000000000,19.600000000000000,45.090000000000000,17.945000000000000,47.845000000000000,17.290000000000000,53.530000000000000,7.333333333333330000,99.2300000000000000,17.390000000000000,44.461111111111100,17.500000000000000,50.832777777777800,16.890000000000000,48.663333333333300,7.6E+00,760.20000000000000,87.000000000000000,5.00000000000000000,40.0000000000000000,5.5E+00
30,18.760000000000000,46.400000000000000,18.200000000000000,46.126666666666700,19.600000000000000,44.400000000000000,18.100000000000000,46.163333333333300,17.235000000000000,52.632777777777800,4.772500000000000000,99.9000000000000000,17.373333333333300,42.420555555555600,17.390000000000000,48.669444444444400,16.790000000000000,46.590000000000000,6.1E+00,765.10000000000000,86.000000000000000,2.00000000000000000,29.0000000000000000,3.9E+00
40,19.600000000000000,45.090000000000000,18.790000000000000,44.200000000000000,19.823333333333300,44.626666666666700,18.260000000000000,44.026666666666700,17.200000000000000,52.090000000000000,5.396666666666670000,84.1900000000000000,19.111111111111100,39.090000000000000,19.011111111111100,45.102222222222200,17.290000000000000,46.560000000000000,5.5E+00,765.10000000000000,77.000000000000000,2.00000000000000000,40.0000000000000000,1.8E+00
50,18.790000000000000,43.590000000000000,17.790000000000000,44.090000000000000,19.500000000000000,43.090000000000000,17.500000000000000,43.790000000000000,17.000000000000000,51.461111111111100,0.900000000000000000,96.3966666666667000,17.785000000000000,38.900000000000000,17.834444444444400,45.240000000000000,16.745000000000000,43.790000000000000,3E+00,765.20000000000000,86.000000000000000,5.00000000000000000,40.0000000000000000,9E-01
